"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"44",0.01,5,0.1,1,2,0.8,2000,0.405245539455876,0.48580342939348,0.249263652466815,0.00955560167901132,0.0162607833074021,0.00321027643815155
"50",0.01,10,0.05,0.6,1,0.8,2000,0.409801361121622,0.475228604356334,0.253128984876184,0.00946588922129843,0.0161771614525969,0.00347308820600827
"56",0.01,10,0.05,0.6,2,0.8,2000,0.409248839920202,0.476501004271345,0.252833073884528,0.00945877851817899,0.0161819670333132,0.00343246185929443
"62",0.01,10,0.05,1,1,0.8,2000,0.413081181902175,0.467648111244554,0.255755038929454,0.00945075671688834,0.0163577074703172,0.00356824582455418
"68",0.01,10,0.05,1,2,0.8,2000,0.412304788254123,0.469419533022972,0.255439837255257,0.00939687875852841,0.0162625556179249,0.00352275298503499
"74",0.01,10,0.1,0.6,1,0.8,2000,0.409380306673332,0.476201265174091,0.25279125116348,0.00949436115865903,0.0162748377065825,0.00347382766738176
"80",0.01,10,0.1,0.6,2,0.8,2000,0.408903550993463,0.477294781079736,0.252573464856977,0.0094172916410224,0.0161641540802322,0.00347606123752066
"86",0.01,10,0.1,1,1,0.8,2000,0.412640302942012,0.468650729785279,0.255365900610264,0.00948439620145837,0.0164863426096289,0.00357346780949105
"92",0.01,10,0.1,1,2,0.8,2000,0.411945378846103,0.470232616897513,0.255112602301315,0.00939399841368168,0.0162275108881352,0.00354458797556849
"3",0.01,5,0.05,0.6,1,0.8,3000,0.404947915192252,0.486555650774112,0.248970733580339,0.00955545730801364,0.0162935229264821,0.00318912337153041
"9",0.01,5,0.05,0.6,2,0.8,3000,0.404942964431995,0.48656701856805,0.24896318485008,0.00953907791055338,0.0162616470733894,0.00319288351746774
"15",0.01,5,0.05,1,1,0.8,3000,0.4052549893508,0.485784607826288,0.249219771995934,0.00949564993313728,0.0161264066475363,0.00322448137568399
"21",0.01,5,0.05,1,2,0.8,3000,0.405235374599638,0.485835767396402,0.249238863504116,0.00949604564572647,0.0161304265549374,0.00319142782312971
"27",0.01,5,0.1,0.6,1,0.8,3000,0.404919257920573,0.486627038815077,0.248954671794363,0.00953926326891801,0.0162251890279847,0.0031959449286643
"33",0.01,5,0.1,0.6,2,0.8,3000,0.404978955487593,0.486476543282296,0.248982796934485,0.00955695573221997,0.0162765790204128,0.00320639859600822
"39",0.01,5,0.1,1,1,0.8,3000,0.405269253890369,0.485749383050094,0.249241539473171,0.00953571260410674,0.0162173513796127,0.00323129325032233
"45",0.01,5,0.1,1,2,0.8,3000,0.40524636075394,0.485805929542384,0.249226659914028,0.00952666989608772,0.0162186830607119,0.0032171904647828
"51",0.01,10,0.05,0.6,1,0.8,3000,0.414919484007324,0.463857522107536,0.257377000346419,0.00954932594534139,0.0164442566658226,0.0036204450251297
"57",0.01,10,0.05,0.6,2,0.8,3000,0.414109792378348,0.465629438643666,0.257070075797056,0.00948798223754569,0.0163331728521272,0.00355999144972144
"63",0.01,10,0.05,1,1,0.8,3000,0.419267766474379,0.454286219105038,0.260684300583677,0.00959268828810579,0.0167287385275854,0.00377917821351518
"69",0.01,10,0.05,1,2,0.8,3000,0.418319461330364,0.456319336599751,0.260486884226752,0.00950646918227087,0.0165797228997114,0.00374819206435586
"75",0.01,10,0.1,0.6,1,0.8,3000,0.413966275145536,0.465949884782404,0.256567671247993,0.00953785502384428,0.0164830480007969,0.00358864097322606
"81",0.01,10,0.1,0.6,2,0.8,3000,0.4132960863865,0.467418161945225,0.256400979706561,0.00944625735591845,0.016313296051522,0.00361555842553062
"87",0.01,10,0.1,1,1,0.8,3000,0.418322248752635,0.456303470108591,0.259858154420415,0.00959732319137242,0.0168002174364898,0.00376822693129527
"93",0.01,10,0.1,1,2,0.8,3000,0.417506558285383,0.458063543851877,0.259723835367379,0.00949142159038419,0.0165451850901096,0.00373316321396791
"4",0.01,5,0.05,0.6,1,0.8,4000,0.405114363071895,0.486154733113118,0.249093073404437,0.00952515403555082,0.0162244318257049,0.00321688772419269
"10",0.01,5,0.05,0.6,2,0.8,4000,0.405101649004321,0.4861863704635,0.249090594694187,0.00950440086030621,0.0161824139245086,0.00319969774478253
"16",0.01,5,0.05,1,1,0.8,4000,0.405584527625468,0.48499036804013,0.249505163485131,0.00948077467508898,0.0161243221688694,0.0032617610814824
"22",0.01,5,0.05,1,2,0.8,4000,0.405548904836587,0.485081104294757,0.249521078125806,0.00946490370647333,0.0160805825343552,0.00321313836471468
"28",0.01,5,0.1,0.6,1,0.8,4000,0.405086242078157,0.486225433418616,0.249073425953946,0.00951685193946162,0.0161898059021639,0.00321278885150065
"34",0.01,5,0.1,0.6,2,0.8,4000,0.405138069508084,0.486093716675926,0.249112899677512,0.00952204044156143,0.0162056029386752,0.00321271590108991
"40",0.01,5,0.1,1,1,0.8,4000,0.405588899359875,0.484979987896765,0.249511688540024,0.00951379854827403,0.0161851513078577,0.00324489637629136
"46",0.01,5,0.1,1,2,0.8,4000,0.405568123780752,0.485030389103162,0.249522205508135,0.00949202984518325,0.0161505689976443,0.00323747084245314
"52",0.01,10,0.05,0.6,1,0.8,4000,0.419688664535482,0.453678166239204,0.261202472986345,0.009632710175376,0.0166643664432703,0.0037437729261217
"58",0.01,10,0.05,0.6,2,0.8,4000,0.418747021555212,0.455665997721368,0.260984031945667,0.00956116920556594,0.016536272749596,0.00372375413128584
"64",0.01,10,0.05,1,1,0.8,4000,0.424560637710985,0.443377802382031,0.264783996856578,0.00973051416546676,0.0169806876037813,0.00395523210167819
"70",0.01,10,0.05,1,2,0.8,4000,0.423652523280503,0.445230502806815,0.264782468308102,0.0096257571734655,0.0168876276284043,0.00393666047923111
"76",0.01,10,0.1,0.6,1,0.8,4000,0.418145142967831,0.456958585825506,0.259882662418592,0.00959974407414855,0.0166373164296319,0.00370455854984326
"82",0.01,10,0.1,0.6,2,0.8,4000,0.417415802787437,0.458485329636236,0.259852332654443,0.00950841830472044,0.0164797132263499,0.00374554068192473
"88",0.01,10,0.1,1,1,0.8,4000,0.423092176829504,0.446374486021032,0.263504356695926,0.00968855877800138,0.0169816465279373,0.00391275757012776
"94",0.01,10,0.1,1,2,0.8,4000,0.422297045847297,0.448030500098513,0.263566158270436,0.00959205464606889,0.0167610479556361,0.00387727649275933
"5",0.01,5,0.05,0.6,1,0.8,5000,0.405428158615885,0.485402468295031,0.249374105009325,0.00950265906894752,0.0161921415324068,0.00322943977848352
"11",0.01,5,0.05,0.6,2,0.8,5000,0.405399142444057,0.485472702207138,0.249369667728038,0.00947946470676342,0.016133354731273,0.00320602446529341
"17",0.01,5,0.05,1,1,0.8,5000,0.40603480376186,0.483913798203334,0.249911642352167,0.00947093713424548,0.0161170854746894,0.00328560881379129
"23",0.01,5,0.05,1,2,0.8,5000,0.40599252701273,0.484020241178763,0.249937708640226,0.00944479507909582,0.0160624226023003,0.00323431002195736
"29",0.01,5,0.1,0.6,1,0.8,5000,0.405378679793071,0.485524979063483,0.249340955689198,0.00949910379424214,0.0161668391640687,0.00323553063430338
"35",0.01,5,0.1,0.6,2,0.8,5000,0.405429545891783,0.485395622763736,0.249377160552665,0.0094892750327211,0.01615389452189,0.00322785541990077
"41",0.01,5,0.1,1,1,0.8,5000,0.406030387018367,0.48392466568161,0.249900785034066,0.00948808309300314,0.0161575995125351,0.00325775288665954
"47",0.01,5,0.1,1,2,0.8,5000,0.405990755281232,0.484022839023322,0.249912713911958,0.00947511057875656,0.0161403068713539,0.0032562964949167
"53",0.01,10,0.05,0.6,1,0.8,5000,0.423836873275754,0.445139920189511,0.264453429192275,0.00971676568906813,0.0168368669872494,0.00383186904948569
"59",0.01,10,0.05,0.6,2,0.8,5000,0.422908700818834,0.447026373619775,0.264417565548244,0.00960558232539401,0.0166680062964555,0.00382548874849874
"65",0.01,10,0.05,1,1,0.8,5000,0.42893666598215,0.434694435314299,0.268104027051977,0.00981560443809095,0.0170989540623543,0.0040860724810439
"71",0.01,10,0.05,1,2,0.8,5000,0.428156616440551,0.436221933907345,0.26831986342825,0.0097519864826833,0.0171150291015887,0.0040970284725651
"77",0.01,10,0.1,0.6,1,0.8,5000,0.421805147824958,0.449318299734899,0.262716798040775,0.00968478625355689,0.0168518037329498,0.00380647400681555
"83",0.01,10,0.1,0.6,2,0.8,5000,0.421066814228153,0.450810281210806,0.262821875336535,0.00955335293486409,0.0165910654790914,0.00382487819351753
"89",0.01,10,0.1,1,1,0.8,5000,0.426970671390885,0.438572830296017,0.26641548884869,0.0097695235427122,0.017089591110956,0.00401991212885337
"95",0.01,10,0.1,1,2,0.8,5000,0.426299542327697,0.439927824887064,0.266680695384586,0.00969345622180412,0.0169457502913447,0.00399210445145572
"6",0.01,5,0.05,0.6,1,0.8,6000,0.405827471134496,0.48445008221842,0.249732841023679,0.00948854659140374,0.0161739858065819,0.00325532952353115
"12",0.01,5,0.05,0.6,2,0.8,6000,0.40579282058705,0.484531046137684,0.249733913597279,0.00947017216097376,0.0161299666022387,0.0032287981983593
"18",0.01,5,0.05,1,1,0.8,6000,0.406572013302816,0.48263746382999,0.250398139396931,0.00945716039938515,0.0161091325079138,0.00330681098336815
"24",0.01,5,0.05,1,2,0.8,6000,0.406513120719779,0.482783815048179,0.250421074044468,0.00943503218690893,0.0160605795764831,0.00326519836673728
"30",0.01,5,0.1,0.6,1,0.8,6000,0.405769283903993,0.484593186808115,0.249705930514776,0.00948564934972944,0.0161389733086314,0.00325380863312652
"36",0.01,5,0.1,0.6,2,0.8,6000,0.40580425622832,0.484503000132868,0.249734225624832,0.00947245891321624,0.0161295585610813,0.00325471541468087
"42",0.01,5,0.1,1,1,0.8,6000,0.406540777106507,0.48271565325431,0.25037032590454,0.0094811884346481,0.0161547502304943,0.00329073416961964
"48",0.01,5,0.1,1,2,0.8,6000,0.406519917529198,0.482764275147335,0.250399842185317,0.00945804192084241,0.0161086525892038,0.00328447471200618
"54",0.01,10,0.05,0.6,1,0.8,6000,0.42745645457827,0.437898905495374,0.267257033194374,0.00981008354165846,0.0170058044796673,0.0039277332703331
"60",0.01,10,0.05,0.6,2,0.8,6000,0.42656856907612,0.439644772468114,0.267375059293066,0.00969487029988991,0.0168521002321028,0.00392069702942208
"66",0.01,10,0.05,1,1,0.8,6000,0.432538462811268,0.427739403331202,0.270818962070874,0.00992005602725463,0.0172638067414177,0.00418226331913488
"72",0.01,10,0.05,1,2,0.8,6000,0.431932724690745,0.428886758356587,0.271235024993599,0.00982835528287605,0.0172185974865455,0.00419920346430698
"78",0.01,10,0.1,0.6,1,0.8,6000,0.424936759322311,0.442955471008826,0.265110399040948,0.00973182218629407,0.0169094194005555,0.00386447624640045
"84",0.01,10,0.1,0.6,2,0.8,6000,0.42424991795349,0.444289018500422,0.2653704796776,0.00960609372916053,0.0167086220754004,0.0038955247772032
"90",0.01,10,0.1,1,1,0.8,6000,0.430128223141466,0.432390865065052,0.268764503545397,0.00985323517035092,0.0172202048189523,0.00411645656449874
"96",0.01,10,0.1,1,2,0.8,6000,0.429634213685232,0.433351080258268,0.269216297741795,0.00976799252681336,0.0170831371241824,0.0040962618580704
