"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"70",0.01,10,0.05,1,6,0.8,4000,0.419751869713996,0.453372178515734,0.262894230312323,0.0096207828097192,0.0157940593404009,0.00340387686566641
"76",0.01,10,0.1,0.6,5,0.8,4000,0.415059662839714,0.463625745826462,0.258700994944563,0.00970460502545332,0.0158024100266387,0.00339043900690105
"82",0.01,10,0.1,0.6,6,0.8,4000,0.414521364485108,0.464822205727952,0.258387502558508,0.00973482887273224,0.0159186412143133,0.00343569542289361
"88",0.01,10,0.1,1,5,0.8,4000,0.419446240399041,0.454027531673254,0.262388346243424,0.00961243767483461,0.0157227674468439,0.00337091114304182
"94",0.01,10,0.1,1,6,0.8,4000,0.418947737898842,0.455067673410604,0.262163781450072,0.00958992650960286,0.015775267520457,0.0033429095394433
"5",0.01,9,0.05,0.6,5,0.8,5000,0.415036835377601,0.463713860501021,0.258678795892119,0.00969417478815894,0.0157537714897794,0.00341368776453129
"11",0.01,9,0.05,0.6,6,0.8,5000,0.414618170196582,0.464621791465874,0.258408188870197,0.00975214416076664,0.0159069308073956,0.00343646867481853
"17",0.01,9,0.05,1,5,0.8,5000,0.419022631294897,0.454929162583117,0.262080351340151,0.00967026319977029,0.015842751829746,0.00340344152893628
"23",0.01,9,0.05,1,6,0.8,5000,0.418661852474356,0.455691894365951,0.261918057470291,0.00967531326398592,0.0158844834433317,0.00342083358608323
"29",0.01,9,0.1,0.6,5,0.8,5000,0.41431190905393,0.465279522681541,0.258047571243202,0.00972336384387639,0.0158129411677631,0.00339437800804127
"35",0.01,9,0.1,0.6,6,0.8,5000,0.41401506883646,0.465915061077379,0.257887367973393,0.00977912862110555,0.0159337832051146,0.00343266226820899
"41",0.01,9,0.1,1,5,0.8,5000,0.418352934581176,0.456341286142809,0.261456513766945,0.00965122155851707,0.0158222430903677,0.00341334339712891
"47",0.01,9,0.1,1,6,0.8,5000,0.417953697984286,0.457206597509928,0.261300155893551,0.00965360676905491,0.0158409000290178,0.00339416002991977
"53",0.01,10,0.05,0.6,5,0.8,5000,0.41966842285826,0.453839863835376,0.262846329028599,0.00950914077902261,0.0154997112363532,0.0033375151203605
"59",0.01,10,0.05,0.6,6,0.8,5000,0.419102010381591,0.455031824226256,0.262567789887651,0.00957984004981081,0.0155549383102227,0.00336364812359935
"65",0.01,10,0.05,1,5,0.8,5000,0.424670777548344,0.443261163363005,0.266925581849618,0.00953191960344675,0.0156818814229757,0.00339053003448064
"71",0.01,10,0.05,1,6,0.8,5000,0.424085360871786,0.44443796146775,0.266663518590442,0.00951514880958163,0.0156548699610809,0.00338584268336723
"77",0.01,10,0.1,0.6,5,0.8,5000,0.418435007999943,0.456394295700236,0.261716329396043,0.00959238758422722,0.0156181265518315,0.00336619053671499
"83",0.01,10,0.1,0.6,6,0.8,5000,0.417860245201289,0.457641098280728,0.261419940146338,0.00962153409691886,0.0157362133339869,0.00339793177841957
"89",0.01,10,0.1,1,5,0.8,5000,0.423374283089566,0.445892576119806,0.26573824954126,0.00953466139926786,0.0156328433454808,0.0033567656046016
"95",0.01,10,0.1,1,6,0.8,5000,0.422883628174563,0.446889441623891,0.265579877365331,0.00951161974231297,0.0156640218990424,0.00333190118888708
"6",0.01,9,0.05,0.6,5,0.8,6000,0.417850603674007,0.457683732113151,0.261236143880812,0.00960876746702621,0.0156348014539594,0.00338118082200594
"12",0.01,9,0.05,0.6,6,0.8,6000,0.417413987691228,0.45860186943232,0.261003055694507,0.00967474810619513,0.0158014827072751,0.00339343695109272
"18",0.01,9,0.05,1,5,0.8,6000,0.422247788285741,0.44821767372349,0.264875769128792,0.00961214525495184,0.0157843586049049,0.00340504875573975
"24",0.01,9,0.05,1,6,0.8,6000,0.421897339006314,0.448935805801639,0.264773516166071,0.00958484505493094,0.0157407754268279,0.00339815249526206
"30",0.01,9,0.1,0.6,5,0.8,6000,0.416854810380836,0.459791394700373,0.260370716217491,0.00966073661934458,0.0157373744954259,0.00336688220302723
"36",0.01,9,0.1,0.6,6,0.8,6000,0.416536803826191,0.460451511879211,0.260199587769526,0.00969957679385348,0.0158099768938385,0.00340323428295767
"42",0.01,9,0.1,1,5,0.8,6000,0.421318227156329,0.450128143257107,0.264026207735762,0.00958316495477815,0.0157156103378317,0.00340188138350251
"48",0.01,9,0.1,1,6,0.8,6000,0.420921722778053,0.450971734933972,0.263923389775712,0.00956159728363874,0.0156989343416573,0.00336098161251468
"54",0.01,10,0.05,0.6,5,0.8,6000,0.423154129794499,0.446640771859108,0.265903712257188,0.00943628600783609,0.0154145366634452,0.00332486623388261
"60",0.01,10,0.05,0.6,6,0.8,6000,0.422536868671568,0.447912332675128,0.265646997693976,0.00947570378775352,0.0153964489006904,0.00333737596788151
"66",0.01,10,0.05,1,5,0.8,6000,0.428484013899208,0.435673308081487,0.270106093400861,0.00944497676577888,0.0155066111395104,0.00337442223447915
"72",0.01,10,0.05,1,6,0.8,6000,0.42793043707579,0.436743438001932,0.269934905181375,0.00945257893595141,0.0155723544351241,0.00336986310788909
"78",0.01,10,0.1,0.6,5,0.8,6000,0.421494001730895,0.450005533869935,0.264396632637366,0.00950991772924225,0.0154971699553829,0.00332703247817905
"84",0.01,10,0.1,0.6,6,0.8,6000,0.420903199974671,0.45125901890362,0.264120617083278,0.00955309008092615,0.0156455562715981,0.00337995594136699
"90",0.01,10,0.1,1,5,0.8,6000,0.426778372909806,0.439041576749792,0.268576298488298,0.0094594718848058,0.0155239927863913,0.00334117819456261
"96",0.01,10,0.1,1,6,0.8,6000,0.426307888197018,0.439969556099852,0.268483500477672,0.00943271301596149,0.0155399559624008,0.00332472256526701
