"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"20",0.01,6,0.05,1,2,0.8,2000,0.405147979339859,0.48606679082803,0.249223226927523,0.00988812922540089,0.0158608773225328,0.00358719286054933
"26",0.01,6,0.1,0.6,1,0.8,2000,0.404680972318414,0.48724450821852,0.248832941607473,0.00989936486059372,0.0158477343735261,0.00355420367393777
"32",0.01,6,0.1,0.6,2,0.8,2000,0.404699009621873,0.487197968917147,0.248815521329512,0.00989212526070529,0.0158205959564308,0.0035474873695801
"38",0.01,6,0.1,1,1,0.8,2000,0.405156706950492,0.486044061254517,0.249238407624163,0.00986678635290608,0.0158539168374063,0.00356503103522671
"44",0.01,6,0.1,1,2,0.8,2000,0.405147090989065,0.486066766997787,0.249214488755296,0.00990711908868179,0.015897309313669,0.00358666961334609
"50",0.01,8,0.05,0.6,1,0.8,2000,0.405694760776112,0.484824080810091,0.249679762861328,0.00982782756426722,0.0157009355171025,0.00365475460171088
"56",0.01,8,0.05,0.6,2,0.8,2000,0.405539147209338,0.485199645864804,0.24959162967511,0.00982723367568193,0.0156837912952801,0.00360135139487621
"62",0.01,8,0.05,1,1,0.8,2000,0.407249667496786,0.481043561438464,0.250995342846323,0.00977469288674161,0.0156550506850664,0.00367652476339444
"68",0.01,8,0.05,1,2,0.8,2000,0.406955440707972,0.481748158083377,0.250857373933547,0.00982346758738438,0.0157681849035434,0.00369492428414458
"74",0.01,8,0.1,0.6,1,0.8,2000,0.405645827333743,0.484941147416962,0.249660497132518,0.00984662197846915,0.0157271368880038,0.00361570035322888
"80",0.01,8,0.1,0.6,2,0.8,2000,0.405453081359445,0.485411313986298,0.249548350849996,0.00981187730864936,0.0156229714139974,0.00361652619680939
"86",0.01,8,0.1,1,1,0.8,2000,0.407139085767016,0.48130757281774,0.250933237961018,0.00980155934203709,0.0157107404414607,0.00367702132295634
"92",0.01,8,0.1,1,2,0.8,2000,0.406924294544486,0.481823404784216,0.250805398085132,0.00981907394798433,0.0157956406026038,0.00369620035649904
"3",0.01,6,0.05,0.6,1,0.8,3000,0.405046917820282,0.486358910275732,0.249128873971404,0.00985238088127827,0.015716473767144,0.00355500192310149
"9",0.01,6,0.05,0.6,2,0.8,3000,0.404984100615643,0.486514093186979,0.249099101936388,0.00986940837230565,0.0158052735246758,0.00355941237119553
"15",0.01,6,0.05,1,1,0.8,3000,0.40577704470283,0.484557719937572,0.249761538876237,0.00988205446618226,0.0158694867384538,0.00362774237762591
"21",0.01,6,0.05,1,2,0.8,3000,0.405718382911079,0.48469900982275,0.249758314630803,0.00987263303065983,0.0158039307465595,0.00363792961550142
"27",0.01,6,0.1,0.6,1,0.8,3000,0.404989418261417,0.486502809010218,0.249090609917084,0.00986731108314386,0.0157483037849018,0.0035785967724962
"33",0.01,6,0.1,0.6,2,0.8,3000,0.40499895375348,0.486476414751923,0.249087861957911,0.00985724499523039,0.01569780640386,0.00355853935956824
"39",0.01,6,0.1,1,1,0.8,3000,0.405768772833164,0.484573730665459,0.249770049486165,0.00983734386877896,0.0157962575739071,0.00360279136832255
"45",0.01,6,0.1,1,2,0.8,3000,0.405712987507758,0.484709205151429,0.249738374655612,0.00989795476530884,0.0158749707154918,0.00362580292691923
"51",0.01,8,0.05,0.6,1,0.8,3000,0.407828585029322,0.479827109827853,0.251580438957753,0.0097357440091422,0.0155534133747523,0.0036928053795386
"57",0.01,8,0.05,0.6,2,0.8,3000,0.407534946647104,0.48051548268308,0.251436058803701,0.00973673602105691,0.0155148759808423,0.00363794725024169
"63",0.01,8,0.05,1,1,0.8,3000,0.410131240361786,0.474390290338986,0.25348819557713,0.00970967659358018,0.015573411459303,0.0037324407300562
"69",0.01,8,0.05,1,2,0.8,3000,0.409705034048451,0.475376586260638,0.253344345761881,0.0097548761666269,0.0157267031363943,0.00375144512150141
"75",0.01,8,0.1,0.6,1,0.8,3000,0.407684683211323,0.480155185399892,0.251474371697593,0.00975733703841429,0.0155734644788755,0.00365600023232816
"81",0.01,8,0.1,0.6,2,0.8,3000,0.407369926349189,0.480901390558064,0.251309415888804,0.00971825457002877,0.0154520221332357,0.00365048333580742
"87",0.01,8,0.1,1,1,0.8,3000,0.4099035461582,0.474913497763773,0.253312967976613,0.00972273486536256,0.01560059553728,0.00372567566958443
"93",0.01,8,0.1,1,2,0.8,3000,0.409592238471549,0.47563485600429,0.253203108366995,0.00973946330371628,0.0156677745233598,0.00373719341732814
"4",0.01,6,0.05,0.6,1,0.8,4000,0.405674340619713,0.484863074243444,0.249700244221982,0.00982582519803397,0.0156735777106295,0.00358994692753495
"10",0.01,6,0.05,0.6,2,0.8,4000,0.405610304050929,0.485017515237914,0.249682777459275,0.00984013764654886,0.0157523915583183,0.00357042675024076
"16",0.01,6,0.05,1,1,0.8,4000,0.406671816089545,0.482436316556441,0.250561389925828,0.0098612507863606,0.0158292286619059,0.00367148031034209
"22",0.01,6,0.05,1,2,0.8,4000,0.406608694485621,0.48258313182553,0.250554826297128,0.00984978030925455,0.0157541896830901,0.00366361542119696
"28",0.01,6,0.1,0.6,1,0.8,4000,0.405619890386567,0.484996485803569,0.249659756035987,0.00983435093630205,0.0156676557466491,0.00360431491625415
"34",0.01,6,0.1,0.6,2,0.8,4000,0.405609127189616,0.485017906911292,0.249657114580583,0.00981704805799988,0.0155976095098518,0.00357601646632202
"40",0.01,6,0.1,1,1,0.8,4000,0.406642510477641,0.48250325468421,0.250556573735485,0.00983165188676748,0.015779333502913,0.00365078110978675
"46",0.01,6,0.1,1,2,0.8,4000,0.406584899949693,0.482638691335907,0.250537816356026,0.00985809084579392,0.0158171935336389,0.00366330234210505
"52",0.01,8,0.05,0.6,1,0.8,4000,0.410259540861776,0.474274571947862,0.253706368720621,0.00963732444278182,0.0154241179475383,0.00369486919493621
"58",0.01,8,0.05,0.6,2,0.8,4000,0.40985335867549,0.475198550459379,0.253558698365041,0.00965277382742518,0.0153903612615566,0.00367094759673838
"64",0.01,8,0.05,1,1,0.8,4000,0.413149942869684,0.467625245113753,0.256018807717674,0.00966453931905483,0.0155386369857523,0.00379142186805534
"70",0.01,8,0.05,1,2,0.8,4000,0.412641259701559,0.468762078113577,0.255910839734972,0.00967904434855036,0.0156507959805906,0.00380302247025612
"76",0.01,8,0.1,0.6,1,0.8,4000,0.409938559162866,0.47499539023261,0.253446516154649,0.00964418190087991,0.0153888391798991,0.00368325311315266
"82",0.01,8,0.1,0.6,2,0.8,4000,0.409513595525344,0.475975966410622,0.253276914032864,0.00965848804646424,0.0153853196639336,0.00367872732676939
"88",0.01,8,0.1,1,1,0.8,4000,0.412792900554185,0.468420298390734,0.255715858937087,0.00964301883666486,0.0154814952984302,0.00375833048470286
"94",0.01,8,0.1,1,2,0.8,4000,0.412370207664978,0.469369895919234,0.255628618292167,0.00965180923412453,0.0155624760283394,0.00376307900497005
"5",0.01,6,0.05,0.6,1,0.8,5000,0.406489479399808,0.482936677091876,0.25043161264563,0.0097910698561075,0.01561001114241,0.00361097845909556
"11",0.01,6,0.05,0.6,2,0.8,5000,0.406358043217579,0.483251720323486,0.250403772280766,0.00980395811781955,0.0156772648496105,0.00358522255833441
"17",0.01,6,0.05,1,1,0.8,5000,0.407734543307262,0.479946570747737,0.251513182411227,0.0098228747774938,0.0157333718821638,0.00369775124333462
"23",0.01,6,0.05,1,2,0.8,5000,0.407638417603807,0.480167479980855,0.251497069717422,0.00982041244900315,0.0157179473394261,0.00369046921137639
"29",0.01,6,0.1,0.6,1,0.8,5000,0.40641102336689,0.483122538334737,0.250364565658693,0.00977417124053788,0.0155374667700464,0.00361398662843235
"35",0.01,6,0.1,0.6,2,0.8,5000,0.406349777891388,0.4832665200135,0.25035287729002,0.00980021081748996,0.0155718969502813,0.00360487286500431
"41",0.01,6,0.1,1,1,0.8,5000,0.407668753515903,0.480100232994447,0.251471427804649,0.00980675892741808,0.0157396598041841,0.00366995551314491
"47",0.01,6,0.1,1,2,0.8,5000,0.407578087212799,0.480309181231866,0.251469648202432,0.00981859571003882,0.0157582328007707,0.00368499034094005
"53",0.01,8,0.05,0.6,1,0.8,5000,0.412721583706415,0.468780043905304,0.255805469947058,0.00956017698124433,0.0153136532230928,0.00371548264689424
"59",0.01,8,0.05,0.6,2,0.8,5000,0.412256833745266,0.469807863570876,0.255703491666283,0.0095652596589149,0.0152750536626074,0.00367970152951394
"65",0.01,8,0.05,1,1,0.8,5000,0.41607804558548,0.461237851192522,0.258402556295735,0.00961150518222425,0.0154833612441268,0.0038378946315722
"71",0.01,8,0.05,1,2,0.8,5000,0.415510375221991,0.462469850326904,0.258365778363198,0.00960102160912096,0.0155332298668286,0.0038217526215909
"77",0.01,8,0.1,0.6,1,0.8,5000,0.412218923057285,0.469883426228569,0.255378836719136,0.0095889722285931,0.0153288104132241,0.00370989571234709
"83",0.01,8,0.1,0.6,2,0.8,5000,0.411719145489152,0.47100906784577,0.255243084918266,0.00959645844396171,0.0153225255229676,0.00368994389513369
"89",0.01,8,0.1,1,1,0.8,5000,0.415543632020636,0.462397311157705,0.257958091995422,0.00957188681507016,0.0153958214880909,0.00378746185830669
"95",0.01,8,0.1,1,2,0.8,5000,0.415096086699647,0.463372599213729,0.257932837026435,0.00956665858224317,0.0154388005983271,0.00378222830192824
"6",0.01,6,0.05,0.6,1,0.8,6000,0.407369010389801,0.480880577262534,0.251233898402176,0.00975224078503168,0.0155298151236483,0.00362521269512888
"12",0.01,6,0.05,0.6,2,0.8,6000,0.407217127365434,0.481239235835566,0.251200947810289,0.00977438517118601,0.0155934682263878,0.00361402614252108
"18",0.01,6,0.05,1,1,0.8,6000,0.408865905616189,0.477328130334041,0.252519838329408,0.00980715767751241,0.0157170795683277,0.0037440699787586
"24",0.01,6,0.05,1,2,0.8,6000,0.408731957170902,0.477630267916687,0.252504665836882,0.00977183358316644,0.0156401911002869,0.00371763212093508
"30",0.01,6,0.1,0.6,1,0.8,6000,0.407249961060072,0.481161529118961,0.251140767022321,0.00973578351507449,0.0154836264553011,0.00362184178393794
"36",0.01,6,0.1,0.6,2,0.8,6000,0.407171174730062,0.481343051903441,0.251128632351784,0.00977448342035958,0.015530676387808,0.00362382782815847
"42",0.01,6,0.1,1,1,0.8,6000,0.408754822170352,0.47758792358622,0.252433821461643,0.00980077927727126,0.0157340730257453,0.00370775121895628
"48",0.01,6,0.1,1,2,0.8,6000,0.40864271025137,0.477838699759228,0.252443648918759,0.00979559481793299,0.0157366695253016,0.00370722721913491
"54",0.01,8,0.05,0.6,1,0.8,6000,0.415133656338205,0.463506136142669,0.257818801379282,0.00951037352090708,0.0152542609021177,0.00374216059443758
"60",0.01,8,0.05,0.6,2,0.8,6000,0.414588642220415,0.464692451218582,0.257727639364632,0.00952223454839433,0.0152638666049841,0.00370406574248499
"66",0.01,8,0.05,1,1,0.8,6000,0.418794344970493,0.455455324745767,0.260582646319013,0.00955605870828363,0.0154084583967564,0.00387594028655936
"72",0.01,8,0.05,1,2,0.8,6000,0.418232452905156,0.456634581762799,0.260651182537674,0.0095344833275219,0.0154565007254022,0.00384883383192302
"78",0.01,8,0.1,0.6,1,0.8,6000,0.414410974754989,0.465065894119924,0.257212591999287,0.00954034030755209,0.0152867500664459,0.00373791357534086
"84",0.01,8,0.1,0.6,2,0.8,6000,0.413859107846316,0.466285565561529,0.257105202592327,0.00954125363186967,0.0152628969342485,0.00371502832925486
"90",0.01,8,0.1,1,1,0.8,6000,0.418096952977996,0.456934696454041,0.259996182104121,0.00952056809936973,0.0153419098728163,0.00381847531862466
"96",0.01,8,0.1,1,2,0.8,6000,0.41762340093414,0.45793834105207,0.260042170817334,0.00952327052890835,0.0154128701365936,0.00381022120954917
