"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"45",0.01,8,0.1,0.6,2,0.8,3000,0.407518719163454,0.480545374726089,0.251341407763461,0.0100645812535357,0.0148835251401445,0.0035696208970945
"51",0.01,8,0.1,0.6,3,0.8,3000,0.407277597378016,0.481114528244153,0.251194047879706,0.0100333448214284,0.0148678409621085,0.00357060048283309
"57",0.01,8,0.1,1,1,0.8,3000,0.410164108115912,0.474295730663461,0.2534003737539,0.0101705177132182,0.015299952435945,0.00366152870114408
"63",0.01,8,0.1,1,2,0.8,3000,0.409764387774074,0.475225362826855,0.253245135626049,0.0101001989217791,0.0150877193503192,0.00361902808335584
"69",0.01,8,0.1,1,3,0.8,3000,0.409454115190711,0.475941675089175,0.253109802443162,0.0101095419012551,0.0151780133435175,0.00361452658242703
"4",0.01,8,0.05,0.6,1,0.8,4000,0.410455554998041,0.473794758898265,0.253788715883689,0.0101964974492947,0.0151977668283084,0.00369340050127555
"10",0.01,8,0.05,0.6,2,0.8,4000,0.410031451339766,0.474769889874644,0.253639817763241,0.0101417316432994,0.0151452784151489,0.00370150740482992
"16",0.01,8,0.05,0.6,3,0.8,4000,0.409632094163378,0.475689480317539,0.253414728030639,0.0100893314557039,0.0149604795211066,0.00359849078989536
"22",0.01,8,0.05,1,1,0.8,4000,0.413389959708536,0.467054696618418,0.256103636749478,0.0102840017916398,0.0154928022447941,0.00376771466655202
"28",0.01,8,0.05,1,2,0.8,4000,0.412910180951982,0.468125098015682,0.255958236534027,0.0102125355417736,0.015381774117779,0.00378562705022597
"34",0.01,8,0.05,1,3,0.8,4000,0.412386186111359,0.469311721859369,0.25578844739934,0.010104468839599,0.0151943481618498,0.0036771182198489
"40",0.01,8,0.1,0.6,1,0.8,4000,0.410103178146966,0.474597090789127,0.253483542077166,0.0101842233843499,0.0152182516831641,0.00366815218310854
"46",0.01,8,0.1,0.6,2,0.8,4000,0.409725312926033,0.475466438852285,0.253345509526768,0.0100922237556184,0.0149466933645751,0.00363120334746922
"52",0.01,8,0.1,0.6,3,0.8,4000,0.409373270981957,0.4762762845581,0.253174536634047,0.0100641013670388,0.0149384330197969,0.00363117804087025
"58",0.01,8,0.1,1,1,0.8,4000,0.413074175488781,0.467755381682889,0.255821326969859,0.0102299226666577,0.0154443009521098,0.00375433055997019
"64",0.01,8,0.1,1,2,0.8,4000,0.41258901271806,0.468849438156133,0.255695904475046,0.0101460349293011,0.0152363612033356,0.00370507333532073
"70",0.01,8,0.1,1,3,0.8,4000,0.412160867006272,0.469808139344678,0.255540042907824,0.0101295284707829,0.0152321119446354,0.00369510579584143
"5",0.01,8,0.05,0.6,1,0.8,5000,0.412978260029554,0.468155953224203,0.25592379301681,0.0102582481165722,0.0153405190647128,0.00377184926985225
"11",0.01,8,0.05,0.6,2,0.8,5000,0.412461299708132,0.469317207565894,0.255786034501648,0.0101805468511543,0.0152310139104381,0.00374596337343004
"17",0.01,8,0.05,0.6,3,0.8,5000,0.411950425756464,0.470466498808148,0.255542860797229,0.0101133186542306,0.0150269141300974,0.00365131967643187
"23",0.01,8,0.05,1,1,0.8,5000,0.416356673129433,0.460581057485931,0.25853617331604,0.0103434003501943,0.015637201953919,0.0038449442175134
"29",0.01,8,0.05,1,2,0.8,5000,0.415809362806695,0.461761839404629,0.258424618070173,0.0102651754308037,0.0155007196837006,0.00386355640290251
"35",0.01,8,0.05,1,3,0.8,5000,0.415184258789042,0.463143023481134,0.258261289259397,0.010148514172388,0.0153087458491569,0.00375047246101482
"41",0.01,8,0.1,0.6,1,0.8,5000,0.412408272266302,0.469424267308428,0.255434332307966,0.0102248586816732,0.0153131866618115,0.00374116401659751
"47",0.01,8,0.1,0.6,2,0.8,5000,0.41193077717982,0.470498549979104,0.255310554204984,0.0101390321453092,0.0150466700705641,0.00369164687134024
"53",0.01,8,0.1,0.6,3,0.8,5000,0.411507859714776,0.471451499999937,0.255141516464137,0.0100802516612996,0.0149916674796225,0.0036737852922492
"59",0.01,8,0.1,1,1,0.8,5000,0.415838001331007,0.461704639268998,0.258075681172509,0.0103050408298856,0.0156336581023554,0.00383997416599475
"65",0.01,8,0.1,1,2,0.8,5000,0.415326825321293,0.462822543837009,0.258027421178792,0.0102110878027007,0.0153889722589956,0.00379440877196872
"71",0.01,8,0.1,1,3,0.8,5000,0.414827004140542,0.463912670402617,0.257882083899464,0.0101724394648843,0.0153302012696365,0.0037684920469215
"6",0.01,8,0.05,0.6,1,0.8,6000,0.415414991869281,0.462830756993882,0.257929746094312,0.0103074557671325,0.0154418676301172,0.00383775184498111
"12",0.01,8,0.05,0.6,2,0.8,6000,0.414823960312435,0.464126047849142,0.257826871831155,0.0102314599206228,0.0153139340364788,0.00380657494335772
"18",0.01,8,0.05,0.6,3,0.8,6000,0.414224393015342,0.465445883351305,0.257578568048579,0.0101398338378661,0.0151079697623219,0.00370818120750494
"24",0.01,8,0.05,1,1,0.8,6000,0.41909439049171,0.454748192095321,0.260735142569831,0.0104194946604419,0.0158234505452835,0.00393817056676866
"30",0.01,8,0.05,1,2,0.8,6000,0.418551753294131,0.455887459835521,0.260719899550635,0.0103208643269339,0.0156030789908688,0.00394029882290884
"36",0.01,8,0.05,1,3,0.8,6000,0.417854501127778,0.45739078887449,0.260569010745811,0.0101827604407959,0.0153723569968011,0.00381562061208547
"42",0.01,8,0.1,0.6,1,0.8,6000,0.414630514819386,0.4645383042465,0.257270093609807,0.0102656483920949,0.0153905525716005,0.00380138472982388
"48",0.01,8,0.1,0.6,2,0.8,6000,0.414109005045971,0.465683222370586,0.257195578954965,0.0101746794763641,0.0151254260637337,0.00374711534794378
"54",0.01,8,0.1,0.6,3,0.8,6000,0.413604570717108,0.466799899458416,0.257024710523107,0.0101196035677105,0.0150815143107041,0.00371712383658623
"60",0.01,8,0.1,1,1,0.8,6000,0.418397940000773,0.456226038492995,0.260121136837653,0.0103667154217809,0.0157858229823299,0.00392206773746494
"66",0.01,8,0.1,1,2,0.8,6000,0.41786816382255,0.457354054856058,0.260144461436807,0.0102670966229959,0.0155075560402965,0.00387664565304484
"72",0.01,8,0.1,1,3,0.8,6000,0.417332534879103,0.458499637465673,0.260041569997358,0.0102080271125787,0.0154344056395908,0.00383684589173708
