"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"35",0.01,9,0.1,0.6,4,0.8,5000,0.414775064098227,0.464294148099768,0.258347346326038,0.0102820424516798,0.0166723451422398,0.00408166668776217
"41",0.01,9,0.1,1,3,0.8,5000,0.419555760119622,0.453848564026109,0.261934660679259,0.0103155405992293,0.0169322582960125,0.00411734110269717
"47",0.01,9,0.1,1,4,0.8,5000,0.419007741956937,0.454994148388403,0.261806789250289,0.0103158645626594,0.0168325128218606,0.00408595897244718
"53",0.01,10,0.05,0.6,3,0.8,5000,0.421438278190362,0.450181552014479,0.263847355899798,0.010277386042971,0.0167896414457937,0.00416852042536711
"59",0.01,10,0.05,0.6,4,0.8,5000,0.420495906646812,0.452137144724435,0.263336031729775,0.0102360325019394,0.0167198579313146,0.00414682806542195
"65",0.01,10,0.05,1,3,0.8,5000,0.426686859290024,0.43924007463384,0.267809917819514,0.0102628839321914,0.0169041202866993,0.00420908084194959
"71",0.01,10,0.05,1,4,0.8,5000,0.425687362478117,0.441230832078698,0.267413757299791,0.0102353401631502,0.0167568214908262,0.00420185919154625
"77",0.01,10,0.1,0.6,3,0.8,5000,0.419850975395531,0.453444666349024,0.262364277575532,0.0102884224199563,0.0167665567781849,0.00416237111466812
"83",0.01,10,0.1,0.6,4,0.8,5000,0.41912919074434,0.454966128606835,0.262088424638703,0.0102391471911312,0.0166701109249035,0.00411103453030436
"89",0.01,10,0.1,1,3,0.8,5000,0.425040888159263,0.44254417880685,0.266348324665408,0.010280621761435,0.016954023898333,0.0042065950121267
"95",0.01,10,0.1,1,4,0.8,5000,0.424261440054824,0.444109517598338,0.266129731414881,0.0102721682314577,0.0168678979055497,0.00413492904874436
"6",0.01,9,0.05,0.6,3,0.8,6000,0.419160890923314,0.454966283785994,0.261921155073395,0.0102592693472313,0.0167353146946111,0.00411072241120893
"12",0.01,9,0.05,0.6,4,0.8,6000,0.418513033548028,0.456293633703664,0.261648305985754,0.0102473114681734,0.0166210617225108,0.00411342751030756
"18",0.01,9,0.05,1,3,0.8,6000,0.423860877096181,0.444963258645212,0.265590839797903,0.0103145000302832,0.0169625174789545,0.00421360814054963
"24",0.01,9,0.05,1,4,0.8,6000,0.423095982660504,0.446508579215912,0.265304831845811,0.0102793813205545,0.0168825368054622,0.00416181928844137
"30",0.01,9,0.1,0.6,3,0.8,6000,0.417961997503022,0.457457679954413,0.26088955758701,0.010247046302679,0.0167368822485329,0.00407321744031361
"36",0.01,9,0.1,0.6,4,0.8,6000,0.417393804522244,0.458662786501739,0.260675150556225,0.0102612910557939,0.0167094791355083,0.00411600209133598
"42",0.01,9,0.1,1,3,0.8,6000,0.422637076225777,0.447459248294166,0.264459992847342,0.0103070622024381,0.0169517271135721,0.00417202688610115
"48",0.01,9,0.1,1,4,0.8,6000,0.422067491582118,0.448619687575198,0.264370971582209,0.0102840524990594,0.0168253293198892,0.00411917791645899
"54",0.01,10,0.05,0.6,3,0.8,6000,0.425067150110354,0.442786753413919,0.266862699365627,0.0102618604273721,0.0167942036103467,0.00418247552836552
"60",0.01,10,0.05,0.6,4,0.8,6000,0.424096162574629,0.444746936033025,0.266402472308105,0.0102245278177081,0.0167317812206541,0.00417701585918312
"66",0.01,10,0.05,1,3,0.8,6000,0.430539414709074,0.431680909023237,0.27086406736017,0.0102944229700581,0.0169777116396496,0.00426828639559229
"72",0.01,10,0.05,1,4,0.8,6000,0.4295519513393,0.433593624404067,0.270552916063125,0.0102428272499709,0.0167874179670423,0.00425453326758898
"78",0.01,10,0.1,0.6,3,0.8,6000,0.423020073479917,0.446896325162606,0.264998611574357,0.0102819449637518,0.016792375002827,0.00418386482245049
"84",0.01,10,0.1,0.6,4,0.8,6000,0.422253781883976,0.448476024919983,0.26475235149265,0.0102253926322849,0.01667607265354,0.00414482191065417
"90",0.01,10,0.1,1,3,0.8,6000,0.428458490939218,0.435745031509774,0.269033770986462,0.0102819365790291,0.0169778476779436,0.00423418262282032
"96",0.01,10,0.1,1,4,0.8,6000,0.427685636170313,0.437256672476701,0.268907669217656,0.0102661196685338,0.0168903667560006,0.00417478272498489
