"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"6",0.01,8,0.05,0.6,4,0.8,6000,0.413724805966836,0.466565202556343,0.257288933813912,0.00977094394230608,0.0164932324045596,0.00386853934824942
"12",0.01,8,0.05,0.6,5,0.8,6000,0.413288931064636,0.467523299472197,0.257046239672958,0.00977582192812554,0.0165297383702148,0.00385964295902621
"18",0.01,8,0.05,0.6,6,0.8,6000,0.413007253700885,0.468153230510916,0.256898552970761,0.00983140402798043,0.0165937727524717,0.00388970070918394
"24",0.01,8,0.05,1,4,0.8,6000,0.417254287027856,0.458710954124734,0.26028780864386,0.00975017354468282,0.0165139244869811,0.00392165741068865
"30",0.01,8,0.05,1,5,0.8,6000,0.416710467576348,0.459870155464605,0.259999334180114,0.00981848280013041,0.016703654384665,0.00393261865472896
"36",0.01,8,0.05,1,6,0.8,6000,0.416449998234917,0.460428068977757,0.259947101479587,0.00975792932976403,0.0165179024702842,0.00387551857300575
"42",0.01,8,0.1,0.6,4,0.8,6000,0.413173985225644,0.467779921154791,0.256773045155884,0.00973526209889934,0.0163684188022321,0.00380331736798889
"48",0.01,8,0.1,0.6,5,0.8,6000,0.41277636022274,0.468659520724802,0.256603459145027,0.00980389895025902,0.0165296450455173,0.00388905777044467
"54",0.01,8,0.1,0.6,6,0.8,6000,0.412579232123828,0.4690902632254,0.256499554838481,0.00983737996363663,0.0166027172973225,0.0038895458388029
"60",0.01,8,0.1,1,4,0.8,6000,0.416756081917702,0.45977815249415,0.259837422026648,0.00975583416255093,0.0165491082488769,0.00391236752803522
"66",0.01,8,0.1,1,5,0.8,6000,0.416242028871029,0.460886961544306,0.259582055970857,0.0097866384506062,0.0165767092504388,0.00394730478859747
"72",0.01,8,0.1,1,6,0.8,6000,0.415997547893024,0.461421434479386,0.259516055237732,0.00980338248157602,0.0165932657015143,0.00391170406635414
