INDEX,PRICE
633,379954
634,379954
635,379954
636,379954
637,379954
638,379954
639,379954
640,379954
641,379954
642,379954
643,379954
644,379954
645,379954
646,379954
647,379954
648,379954
649,379954
650,379954
651,379954
652,379954
653,379954
654,379954
655,379954
656,379954
657,379954
658,379954
659,379954
660,379954
661,379954
662,379954
663,379954
664,379954
665,379954
666,379954
667,379954
668,379954
669,379954
670,379954
671,379954
672,379954
673,379954
674,379954
675,379954
676,379954
677,379954
678,379954
679,379954
680,379954
681,379954
682,379954
683,379954
684,379954
685,379954
686,379954
687,379954
688,379954
689,379954
690,379954
691,379954
692,379954
693,379954
694,379954
695,379954
696,379954
697,379954
698,379954
699,379954
700,379954
701,379954
702,379954
703,379954
704,379954
705,379954
706,379954
707,379954
708,379954
709,379954
710,379954
711,379954
712,379954
713,379954
714,379954
715,379954
716,379954
717,379954
718,379954
719,379954
720,379954
721,379954
722,379954
723,379954
724,379954
725,379954
726,379954
727,379954
728,379954
729,379954
730,379954
731,379954
732,379954
733,379954
734,379954
735,379954
736,379954
737,379954
738,379954
739,379954
740,379954
741,379954
742,379954
743,379954
744,379954
745,379954
746,379954
747,379954
748,379954
749,379954
750,379954
751,379954
752,379954
753,379954
754,379954
755,379954
756,379954
757,379954
758,379954
759,379954
760,379954
761,379954
762,379954
763,379954
764,379954
765,379954
766,379954
767,379954
768,379954
769,379954
770,379954
771,379954
772,379954
773,379954
774,379954
775,379954
776,379954
777,379954
778,379954
779,379954
780,379954
781,379954
782,379954
783,379954
784,379954
785,379954
786,379954
787,379954
788,379954
789,379954
790,379954
791,379954
792,379954
793,379954
794,379954
795,379954
796,379954
797,379954
798,379954
799,379954
800,379954
801,379954
802,379954
803,379954
804,379954
805,379954
806,379954
807,379954
808,379954
809,379954
810,379954
811,379954
812,379954
813,379954
814,379954
815,379954
816,379954
817,379954
818,379954
819,379954
820,379954
821,379954
822,379954
823,379954
824,379954
825,379954
826,379954
827,379954
828,379954
829,379954
830,379954
831,379954
832,379954
833,379954
834,379954
835,379954
836,379954
837,379954
838,379954
839,379954
840,379954
841,379954
842,379954
843,379954
844,379954
845,379954
846,379954
847,379954
848,379954
849,379954
850,379954
851,379954
852,379954
853,379954
854,379954
855,379954
856,379954
857,379954
858,379954
859,379954
860,379954
861,379954
862,379954
863,379954
864,379954
865,379954
866,379954
867,379954
868,379954
869,379954
870,379954
871,379954
872,379954
873,379954
874,379954
875,379954
876,379954
877,379954
878,379954
879,379954
880,379954
881,379954
882,379954
883,379954
884,379954
885,379954
886,379954
887,379954
888,379954
889,379954
890,379954
891,379954
892,379954
893,379954
894,379954
895,379954
896,379954
897,379954
898,379954
899,379954
900,379954
901,379954
902,379954
903,379954
904,379954
905,379954
906,379954
907,379954
908,379954
909,379954
910,379954
911,379954
912,379954
913,379954
914,379954
915,379954
916,379954
917,379954
918,379954
919,379954
920,379954
921,379954
922,379954
923,379954
924,379954
925,379954
926,379954
927,379954
928,379954
929,379954
930,379954
931,379954
932,379954
933,379954
934,379954
935,379954
936,379954
937,379954
938,379954
939,379954
940,379954
941,379954
942,379954
943,379954
944,379954
945,379954
946,379954
947,379954
948,379954
949,379954
950,379954
951,379954
952,379954
953,379954
954,379954
955,379954
956,379954
957,379954
958,379954
959,379954
960,379954
961,379954
962,379954
963,379954
964,379954
965,379954
966,379954
967,379954
968,379954
969,379954
970,379954
971,379954
972,379954
973,379954
974,379954
975,379954
976,379954
977,379954
978,379954
979,379954
980,379954
981,379954
982,379954
983,379954
984,379954
985,379954
986,379954
987,379954
988,379954
989,379954
990,379954
991,379954
992,379954
993,379954
994,379954
995,379954
996,379954
997,379954
998,379954
999,379954
1000,379954
1001,379954
1002,379954
1003,379954
1004,379954
1005,379954
1006,379954
1007,379954
1008,379954
1009,379954
1010,379954
1011,379954
1012,379954
1013,379954
1014,379954
1015,379954
1016,379954
1017,379954
1018,379954
1019,379954
1020,379954
1021,379954
1022,379954
1023,379954
1024,379954
1025,379954
1026,379954
1027,379954
1028,379954
1029,379954
1030,379954
1031,379954
1032,379954
1033,379954
1034,379954
1035,379954
1036,379954
1037,379954
1038,379954
1039,379954
1040,379954
1041,379954
1042,379954
1043,379954
1044,379954
1045,379954
1046,379954
1047,379954
1048,379954
1049,379954
1050,379954
1051,379954
1052,379954
1053,379954
1054,379954
1055,379954
1056,379954
1057,379954
1058,379954
1059,379954
1060,379954
1061,379954
1062,379954
1063,379954
1064,379954
1065,379954
1066,379954
1067,379954
1068,379954
1069,379954
1070,379954
1071,379954
1072,379954
1073,379954
1074,379954
1075,379954
1076,379954
1077,379954
1078,379954
1079,379954
1080,379954
1081,379954
1082,379954
1083,379954
1084,379954
1085,379954
1086,379954
1087,379954
1088,379954
1089,379954
1090,379954
1091,379954
1092,379954
1093,379954
1094,379954
1095,379954
1096,379954
1097,379954
1098,379954
1099,379954
1100,379954
1101,379954
1102,379954
1103,379954
1104,379954
1105,379954
1106,379954
1107,379954
1108,379954
1109,379954
1110,379954
1111,379954
1112,379954
1113,379954
1114,379954
1115,379954
1116,379954
1117,379954
1118,379954
1119,379954
1120,379954
1121,379954
1122,379954
1123,379954
1124,379954
1125,379954
1126,379954
1127,379954
1128,379954
1129,379954
1130,379954
1131,379954
1132,379954
1133,379954
1134,379954
1135,379954
1136,379954
1137,379954
1138,379954
1139,379954
1140,379954
1141,379954
1142,379954
1143,379954
1144,379954
1145,379954
1146,379954
1147,379954
1148,379954
1149,379954
1150,379954
1151,379954
1152,379954
1153,379954
1154,379954
1155,379954
1156,379954
1157,379954
1158,379954
1159,379954
1160,379954
1161,379954
1162,379954
1163,379954
1164,379954
1165,379954
1166,379954
1167,379954
1168,379954
1169,379954
1170,379954
1171,379954
1172,379954
1173,379954
1174,379954
1175,379954
1176,379954
1177,379954
1178,379954
1179,379954
1180,379954
1181,379954
1182,379954
1183,379954
1184,379954
1185,379954
1186,379954
1187,379954
1188,379954
1189,379954
1190,379954
1191,379954
1192,379954
1193,379954
1194,379954
1195,379954
1196,379954
1197,379954
1198,379954
1199,379954
1200,379954
1201,379954
1202,379954
1203,379954
1204,379954
1205,379954
1206,379954
1207,379954
1208,379954
1209,379954
1210,379954
1211,379954
1212,379954
1213,379954
1214,379954
1215,379954
1216,379954
1217,379954
1218,379954
1219,379954
1220,379954
1221,379954
1222,379954
1223,379954
1224,379954
1225,379954
1226,379954
1227,379954
1228,379954
1229,379954
1230,379954
1231,379954
1232,379954
1233,379954
1234,379954
1235,379954
1236,379954
1237,379954
1238,379954
1239,379954
1240,379954
1241,379954
1242,379954
1243,379954
1244,379954
1245,379954
1246,379954
1247,379954
1248,379954
1249,379954
1250,379954
1251,379954
1252,379954
1253,379954
1254,379954
1255,379954
1256,379954
1257,379954
1258,379954
1259,379954
1260,379954
1261,379954
1262,379954
1263,379954
1264,379954
1265,379954
1266,379954
1267,379954
1268,379954
1269,379954
1270,379954
1271,379954
1272,379954
1273,379954
1274,379954
1275,379954
1276,379954
1277,379954
1278,379954
1279,379954
1280,379954
1281,379954
1282,379954
1283,379954
1284,379954
1285,379954
1286,379954
1287,379954
1288,379954
1289,379954
1290,379954
1291,379954
1292,379954
1293,379954
1294,379954
1295,379954
1296,379954
1297,379954
1298,379954
1299,379954
1300,379954
1301,379954
1302,379954
1303,379954
1304,379954
1305,379954
1306,379954
1307,379954
1308,379954
1309,379954
1310,379954
1311,379954
1312,379954
1313,379954
1314,379954
1315,379954
1316,379954
1317,379954
1318,379954
1319,379954
1320,379954
1321,379954
1322,379954
1323,379954
1324,379954
1325,379954
1326,379954
1327,379954
1328,379954
1329,379954
1330,379954
1331,379954
1332,379954
1333,379954
1334,379954
1335,379954
1336,379954
1337,379954
1338,379954
1339,379954
1340,379954
1341,379954
1342,379954
1343,379954
1344,379954
1345,379954
1346,379954
1347,379954
1348,379954
1349,379954
1350,379954
1351,379954
1352,379954
1353,379954
1354,379954
1355,379954
1356,379954
1357,379954
1358,379954
1359,379954
1360,379954
1361,379954
1362,379954
1363,379954
1364,379954
1365,379954
1366,379954
1367,379954
1368,379954
1369,379954
1370,379954
1371,379954
1372,379954
1373,379954
1374,379954
1375,379954
1376,379954
1377,379954
1378,379954
1379,379954
1380,379954
1381,379954
1382,379954
1383,379954
1384,379954
1385,379954
1386,379954
1387,379954
1388,379954
1389,379954
1390,379954
1391,379954
1392,379954
1393,379954
1394,379954
1395,379954
1396,379954
1397,379954
1398,379954
1399,379954
1400,379954
1401,379954
1402,379954
1403,379954
1404,379954
1405,379954
1406,379954
1407,379954
1408,379954
1409,379954
1410,379954
1411,379954
1412,379954
1413,379954
1414,379954
1415,379954
1416,379954
1417,379954
1418,379954
1419,379954
1420,379954
1421,379954
1422,379954
1423,379954
1424,379954
1425,379954
1426,379954
1427,379954
1428,379954
1429,379954
1430,379954
1431,379954
1432,379954
1433,379954
1434,379954
1435,379954
1436,379954
1437,379954
1438,379954
1439,379954
1440,379954
1441,379954
1442,379954
1443,379954
1444,379954
1445,379954
1446,379954
1447,379954
1448,379954
1449,379954
1450,379954
1451,379954
1452,379954
1453,379954
1454,379954
1455,379954
1456,379954
1457,379954
1458,379954
1459,379954
1460,379954
1461,379954
1462,379954
1463,379954
1464,379954
1465,379954
1466,379954
1467,379954
1468,379954
1469,379954
1470,379954
1471,379954
1472,379954
1473,379954
1474,379954
1475,379954
1476,379954
1477,379954
1478,379954
1479,379954
1480,379954
1481,379954
1482,379954
1483,379954
1484,379954
1485,379954
1486,379954
1487,379954
1488,379954
1489,379954
1490,379954
1491,379954
1492,379954
1493,379954
1494,379954
1495,379954
1496,379954
1497,379954
1498,379954
1499,379954
1500,379954
1501,379954
1502,379954
1503,379954
1504,379954
1505,379954
1506,379954
1507,379954
1508,379954
1509,379954
1510,379954
1511,379954
1512,379954
1513,379954
1514,379954
1515,379954
1516,379954
1517,379954
1518,379954
1519,379954
1520,379954
1521,379954
1522,379954
1523,379954
1524,379954
1525,379954
1526,379954
1527,379954
1528,379954
1529,379954
1530,379954
1531,379954
1532,379954
1533,379954
1534,379954
1535,379954
1536,379954
1537,379954
1538,379954
1539,379954
1540,379954
1541,379954
1542,379954
1543,379954
1544,379954
1545,379954
1546,379954
1547,379954
1548,379954
1549,379954
1550,379954
1551,379954
1552,379954
1553,379954
1554,379954
1555,379954
1556,379954
1557,379954
1558,379954
1559,379954
1560,379954
1561,379954
1562,379954
1563,379954
1564,379954
1565,379954
1566,379954
1567,379954
1568,379954
1569,379954
1570,379954
1571,379954
1572,379954
1573,379954
1574,379954
1575,379954
1576,379954
1577,379954
1578,379954
1579,379954
1580,379954
1581,379954
1582,379954
1583,379954
1584,379954
1585,379954
1586,379954
1587,379954
1588,379954
1589,379954
1590,379954
1591,379954
1592,379954
1593,379954
1594,379954
1595,379954
1596,379954
1597,379954
1598,379954
1599,379954
1600,379954
1601,379954
1602,379954
1603,379954
1604,379954
1605,379954
1606,379954
1607,379954
1608,379954
1609,379954
1610,379954
1611,379954
1612,379954
1613,379954
1614,379954
1615,379954
1616,379954
1617,379954
1618,379954
1619,379954
1620,379954
1621,379954
1622,379954
1623,379954
1624,379954
1625,379954
1626,379954
1627,379954
1628,379954
1629,379954
1630,379954
1631,379954
1632,379954
1633,379954
1634,379954
1635,379954
1636,379954
1637,379954
1638,379954
1639,379954
1640,379954
1641,379954
1642,379954
1643,379954
1644,379954
1645,379954
1646,379954
1647,379954
1648,379954
1649,379954
1650,379954
1651,379954
1652,379954
1653,379954
1654,379954
1655,379954
1656,379954
1657,379954
1658,379954
1659,379954
1660,379954
1661,379954
1662,379954
1663,379954
1664,379954
1665,379954
1666,379954
1667,379954
1668,379954
1669,379954
1670,379954
1671,379954
1672,379954
1673,379954
1674,379954
1675,379954
1676,379954
1677,379954
1678,379954
1679,379954
1680,379954
1681,379954
1682,379954
1683,379954
1684,379954
1685,379954
1686,379954
1687,379954
1688,379954
1689,379954
1690,379954
1691,379954
1692,379954
1693,379954
1694,379954
1695,379954
1696,379954
1697,379954
1698,379954
1699,379954
1700,379954
1701,379954
1702,379954
1703,379954
1704,379954
1705,379954
1706,379954
1707,379954
1708,379954
1709,379954
1710,379954
1711,379954
1712,379954
1713,379954
1714,379954
1715,379954
1716,379954
1717,379954
1718,379954
1719,379954
1720,379954
1721,379954
1722,379954
1723,379954
1724,379954
1725,379954
1726,379954
1727,379954
1728,379954
1729,379954
1730,379954
1731,379954
1732,379954
1733,379954
1734,379954
1735,379954
1736,379954
1737,379954
1738,379954
1739,379954
1740,379954
1741,379954
1742,379954
1743,379954
1744,379954
1745,379954
1746,379954
1747,379954
1748,379954
1749,379954
1750,379954
1751,379954
1752,379954
1753,379954
1754,379954
1755,379954
1756,379954
1757,379954
1758,379954
1759,379954
1760,379954
1761,379954
1762,379954
1763,379954
1764,379954
1765,379954
1766,379954
1767,379954
1768,379954
1769,379954
1770,379954
1771,379954
1772,379954
1773,379954
1774,379954
1775,379954
1776,379954
1777,379954
1778,379954
1779,379954
1780,379954
1781,379954
1782,379954
1783,379954
1784,379954
1785,379954
1786,379954
1787,379954
1788,379954
1789,379954
1790,379954
1791,379954
1792,379954
1793,379954
1794,379954
1795,379954
1796,379954
1797,379954
1798,379954
1799,379954
1800,379954
1801,379954
1802,379954
1803,379954
1804,379954
1805,379954
1806,379954
1807,379954
1808,379954
1809,379954
1810,379954
1811,379954
1812,379954
1813,379954
1814,379954
1815,379954
1816,379954
1817,379954
1818,379954
1819,379954
1820,379954
1821,379954
1822,379954
1823,379954
1824,379954
1825,379954
1826,379954
1827,379954
1828,379954
1829,379954
1830,379954
1831,379954
1832,379954
1833,379954
1834,379954
1835,379954
1836,379954
1837,379954
1838,379954
1839,379954
1840,379954
1841,379954
1842,379954
1843,379954
1844,379954
1845,379954
1846,379954
1847,379954
1848,379954
1849,379954
1850,379954
1851,379954
1852,379954
1853,379954
1854,379954
1855,379954
1856,379954
1857,379954
1858,379954
1859,379954
1860,379954
1861,379954
1862,379954
1863,379954
1864,379954
1865,379954
1866,379954
1867,379954
1868,379954
1869,379954
1870,379954
1871,379954
1872,379954
1873,379954
1874,379954
1875,379954
1876,379954
1877,379954
1878,379954
1879,379954
1880,379954
1881,379954
1882,379954
1883,379954
1884,379954
1885,379954
1886,379954
1887,379954
1888,379954
1889,379954
1890,379954
1891,379954
1892,379954
1893,379954
1894,379954
1895,379954
1896,379954
1897,379954
1898,379954
1899,379954
1900,379954
1901,379954
1902,379954
1903,379954
1904,379954
1905,379954
1906,379954
1907,379954
1908,379954
1909,379954
1910,379954
1911,379954
1912,379954
1913,379954
1914,379954
1915,379954
1916,379954
1917,379954
1918,379954
1919,379954
1920,379954
1921,379954
1922,379954
1923,379954
1924,379954
1925,379954
1926,379954
1927,379954
1928,379954
1929,379954
1930,379954
1931,379954
1932,379954
1933,379954
1934,379954
1935,379954
1936,379954
1937,379954
1938,379954
1939,379954
1940,379954
1941,379954
1942,379954
1943,379954
1944,379954
1945,379954
1946,379954
1947,379954
1948,379954
1949,379954
1950,379954
1951,379954
1952,379954
1953,379954
1954,379954
1955,379954
1956,379954
1957,379954
1958,379954
1959,379954
1960,379954
1961,379954
1962,379954
1963,379954
1964,379954
1965,379954
1966,379954
1967,379954
1968,379954
1969,379954
1970,379954
1971,379954
1972,379954
1973,379954
1974,379954
1975,379954
1976,379954
1977,379954
1978,379954
1979,379954
1980,379954
1981,379954
1982,379954
1983,379954
1984,379954
1985,379954
1986,379954
1987,379954
1988,379954
1989,379954
1990,379954
1991,379954
1992,379954
1993,379954
1994,379954
1995,379954
1996,379954
1997,379954
1998,379954
1999,379954
2000,379954
2001,379954
2002,379954
2003,379954
2004,379954
2005,379954
2006,379954
2007,379954
2008,379954
2009,379954
2010,379954
2011,379954
2012,379954
2013,379954
2014,379954
2015,379954
2016,379954
2017,379954
2018,379954
2019,379954
2020,379954
2021,379954
2022,379954
2023,379954
2024,379954
2025,379954
2026,379954
2027,379954
2028,379954
2029,379954
2030,379954
2031,379954
2032,379954
2033,379954
2034,379954
2035,379954
2036,379954
2037,379954
2038,379954
2039,379954
2040,379954
2041,379954
2042,379954
2043,379954
2044,379954
2045,379954
2046,379954
2047,379954
2048,379954
2049,379954
2050,379954
2051,379954
2052,379954
2053,379954
2054,379954
2055,379954
2056,379954
2057,379954
2058,379954
2059,379954
2060,379954
2061,379954
2062,379954
2063,379954
2064,379954
2065,379954
2066,379954
2067,379954
2068,379954
2069,379954
2070,379954
2071,379954
2072,379954
2073,379954
2074,379954
2075,379954
2076,379954
2077,379954
2078,379954
2079,379954
2080,379954
2081,379954
2082,379954
2083,379954
2084,379954
2085,379954
2086,379954
2087,379954
2088,379954
2089,379954
2090,379954
2091,379954
2092,379954
2093,379954
2094,379954
2095,379954
2096,379954
2097,379954
2098,379954
2099,379954
2100,379954
2101,379954
2102,379954
2103,379954
2104,379954
2105,379954
2106,379954
2107,379954
2108,379954
2109,379954
2110,379954
2111,379954
2112,379954
2113,379954
2114,379954
2115,379954
2116,379954
2117,379954
2118,379954
2119,379954
2120,379954
2121,379954
2122,379954
2123,379954
2124,379954
2125,379954
2126,379954
2127,379954
2128,379954
2129,379954
2130,379954
2131,379954
2132,379954
2133,379954
2134,379954
2135,379954
2136,379954
2137,379954
2138,379954
2139,379954
2140,379954
2141,379954
2142,379954
2143,379954
2144,379954
2145,379954
2146,379954
2147,379954
2148,379954
2149,379954
2150,379954
2151,379954
2152,379954
2153,379954
2154,379954
2155,379954
2156,379954
2157,379954
2158,379954
2159,379954
2160,379954
2161,379954
2162,379954
2163,379954
2164,379954
2165,379954
2166,379954
2167,379954
2168,379954
2169,379954
2170,379954
2171,379954
2172,379954
2173,379954
2174,379954
2175,379954
2176,379954
2177,379954
2178,379954
2179,379954
2180,379954
2181,379954
2182,379954
2183,379954
2184,379954
2185,379954
2186,379954
2187,379954
2188,379954
2189,379954
2190,379954
2191,379954
2192,379954
2193,379954
2194,379954
2195,379954
2196,379954
2197,379954
2198,379954
2199,379954
2200,379954
2201,379954
2202,379954
2203,379954
2204,379954
2205,379954
2206,379954
2207,379954
2208,379954
2209,379954
2210,379954
2211,379954
2212,379954
2213,379954
2214,379954
2215,379954
2216,379954
2217,379954
2218,379954
2219,379954
2220,379954
2221,379954
2222,379954
2223,379954
2224,379954
2225,379954
2226,379954
2227,379954
2228,379954
2229,379954
2230,379954
2231,379954
2232,379954
2233,379954
2234,379954
2235,379954
2236,379954
2237,379954
2238,379954
2239,379954
2240,379954
2241,379954
2242,379954
2243,379954
2244,379954
2245,379954
2246,379954
2247,379954
2248,379954
2249,379954
2250,379954
2251,379954
2252,379954
2253,379954
2254,379954
2255,379954
2256,379954
2257,379954
2258,379954
2259,379954
2260,379954
2261,379954
2262,379954
2263,379954
2264,379954
2265,379954
2266,379954
2267,379954
2268,379954
2269,379954
2270,379954
2271,379954
2272,379954
2273,379954
2274,379954
2275,379954
2276,379954
2277,379954
2278,379954
2279,379954
2280,379954
2281,379954
2282,379954
2283,379954
2284,379954
2285,379954
2286,379954
2287,379954
2288,379954
2289,379954
2290,379954
2291,379954
2292,379954
2293,379954
2294,379954
2295,379954
2296,379954
2297,379954
2298,379954
2299,379954
2300,379954
2301,379954
2302,379954
2303,379954
2304,379954
2305,379954
2306,379954
2307,379954
2308,379954
2309,379954
2310,379954
2311,379954
2312,379954
2313,379954
2314,379954
2315,379954
2316,379954
2317,379954
2318,379954
2319,379954
2320,379954
2321,379954
2322,379954
2323,379954
2324,379954
2325,379954
2326,379954
2327,379954
2328,379954
2329,379954
2330,379954
2331,379954
2332,379954
2333,379954
2334,379954
2335,379954
2336,379954
2337,379954
2338,379954
2339,379954
2340,379954
2341,379954
2342,379954
2343,379954
2344,379954
2345,379954
2346,379954
2347,379954
2348,379954
2349,379954
2350,379954
2351,379954
2352,379954
2353,379954
2354,379954
2355,379954
2356,379954
2357,379954
2358,379954
2359,379954
2360,379954
2361,379954
2362,379954
2363,379954
2364,379954
2365,379954
2366,379954
2367,379954
2368,379954
2369,379954
2370,379954
2371,379954
2372,379954
2373,379954
2374,379954
2375,379954
2376,379954
2377,379954
2378,379954
2379,379954
2380,379954
2381,379954
2382,379954
2383,379954
2384,379954
2385,379954
2386,379954
2387,379954
2388,379954
2389,379954
2390,379954
2391,379954
2392,379954
2393,379954
2394,379954
2395,379954
2396,379954
2397,379954
2398,379954
2399,379954
2400,379954
2401,379954
2402,379954
2403,379954
2404,379954
2405,379954
2406,379954
2407,379954
2408,379954
2409,379954
2410,379954
2411,379954
2412,379954
2413,379954
2414,379954
2415,379954
2416,379954
2417,379954
2418,379954
2419,379954
2420,379954
2421,379954
2422,379954
2423,379954
2424,379954
2425,379954
2426,379954
2427,379954
2428,379954
2429,379954
2430,379954
2431,379954
2432,379954
2433,379954
2434,379954
2435,379954
2436,379954
2437,379954
2438,379954
2439,379954
2440,379954
2441,379954
2442,379954
2443,379954
2444,379954
2445,379954
2446,379954
2447,379954
2448,379954
2449,379954
2450,379954
2451,379954
2452,379954
2453,379954
2454,379954
2455,379954
2456,379954
2457,379954
2458,379954
2459,379954
2460,379954
2461,379954
2462,379954
2463,379954
2464,379954
2465,379954
2466,379954
2467,379954
2468,379954
2469,379954
2470,379954
2471,379954
2472,379954
2473,379954
2474,379954
2475,379954
2476,379954
2477,379954
2478,379954
2479,379954
2480,379954
2481,379954
2482,379954
2483,379954
2484,379954
2485,379954
2486,379954
2487,379954
2488,379954
2489,379954
2490,379954
2491,379954
2492,379954
2493,379954
2494,379954
2495,379954
2496,379954
