"","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","SALE.PRICE"
"86",11422,1,0,8.02158453345511,7.21744343169653,1920,12.2356314477717
"87",11420,1,0,7.67368812926773,6.85540879860993,1920,12.2199755506992
"89",11357,0,0,0,0,1951,12.083905011556
"90",11421,2,0,8.16080392095467,7.74975340627444,1901,11.982929094216
"91",11004,192,0,12.8138008169732,11.8890098216515,1948,11.9511803959014
"92",11358,0,0,0,0,1950,11.9253529460784
"93",11106,2,0,7.60240133566582,8.09101504171053,1915,11.6526874073454
"94",11422,1,0,8.29429960885724,7.22256601882217,1955,11.5228757958234
"95",11422,1,0,8.29429960885724,7.22256601882217,1955,11.5228757958234
"96",11419,2,0,7.57250298502038,7.54380286750151,1925,11.5129254649702
"97",11413,2,0,8.29429960885724,7.59135704669855,1925,11.0821425488778
"99",11356,2,0,8.5173931714189,8.14089846060785,2010,13.1021606700868
"100",11357,1,0,8.29429960885724,7.25063551189868,1930,12.9876884740777
"101",11419,2,0,7.84109976542212,7.5422134631934,1920,12.6823068245265
"102",11413,1,0,8.29429960885724,7.04315991598834,1960,12.4375374787453
"103",11385,3,0,7.61283103040736,8.10198073185319,1901,12.9239124386805
"104",11417,1,0,7.60140233458373,7.02197642307216,1920,12.7512996960135
"105",11427,1,0,7.9728107841214,7.05012252026906,1930,12.5776362019627
"106",11412,2,0,7.99260665240021,7.48268182815465,1925,12.4861785914738
"107",11694,1,0,8.69968140098951,8.21446516075919,1925,14.0147711688152
"108",11368,4,0,7.71912984090673,8.7662383802531,2001,13.7850513504796
"110",11368,0,0,0,0,0,13.35331635561
"111",11414,1,0,8.31898612539206,8.22416351263786,1960,13.3358605516667
"113",11103,3,0,7.69666708152646,7.96831950001272,1901,13.2085410736454
"114",11414,1,0,8.29429960885724,7.69666708152646,1950,13.1900220258781
"116",11373,2,0,7.74109909003537,7.59135704669855,1901,13.153778707658
"117",11364,1,0,8.59433940059289,7.53529670244409,1960,13.1421660047005
"118",11354,1,0,8.44268513924118,7.4667994750186,1925,13.0919041699196
"119",11369,2,0,7.55013534248843,7.54380286750151,1930,13.0170028617465
"120",11428,1,0,8.76436572052981,7.2086003379602,1930,12.9945300058944
"122",11385,2,0,7.60140233458373,8.15851624480683,1920,12.8212582846204
"123",11426,1,0,8.65834547117212,8.155649270366,1945,12.8171959906115
"124",11421,1,0,8.29429960885724,7.5109777520141,1910,12.8076526325646
"125",11435,2,0,8.26898820950666,7.71110125184016,1920,12.7952472357071
"126",11106,3,0,7.76641689801966,8.15104494568502,1960,12.7671159854568
"127",11368,8,0,7.94058382710424,8.57187075270693,2005,12.7520733097407
"128",11001,1,0,8.29429960885724,6.58063913728495,1950,12.7425660160447
"129",11429,4,0,7.60140233458373,7.78364059622125,1931,12.7419137565862
"130",11385,6,0,7.82444593087762,8.49208049060116,1930,12.6915804613119
"132",11413,1,0,8.29429960885724,6.90875477931522,1960,12.5741819670946
"133",11429,1,0,7.82444593087762,7.13009851012558,1930,12.5707157591181
"134",11429,1,0,7.82444593087762,7.02197642307216,1925,12.5172270741671
"135",11427,1,0,8.1318247850072,7.07411681619736,1930,12.5013880101374
"136",11434,2,0,8.41205487329293,7.14913159855741,1930,12.4292161968444
"137",11411,1,0,8.53856321715243,7.06731984865348,1960,12.3883942023241
"138",11433,2,0,7.75276480885133,7.47363710849621,2005,12.3630763943398
"139",11413,1,0,8.02092771898158,7.13009851012558,1930,12.3480061414188
"140",11422,2,0,8.34307787116938,7.83241092718792,2005,12.3458345879053
"141",11413,2,0,8.24301946898925,8.0040315078527,1930,12.3282902782544
"142",11434,1,0,7.60140233458373,7.34794382314869,1932,12.3238556811866
"143",11417,0,0,6.60934924316738,0,0,12.2060726455302
"144",11357,0,0,0,0,1951,12.1335019526953
"145",11434,1,0,7.95542508891267,7.03966034986208,1945,12.1007121298723
"146",11412,1,0,8.00670084544037,7.39817409297047,1930,12.0435537160324
"147",11434,1,0,7.60140233458373,7.07834157955767,1920,12.0137007528827
"148",11360,0,0,0,0,1955,11.9381932003746
"149",11426,0,0,0,0,1948,11.6518174638368
"150",11368,3,0,8.00670084544037,8.13856473726163,2000,11.5129254649702
"151",11413,1,0,7.99833539595298,7.54486106865846,1930,11.4443039530922
"152",11435,2,0,7.95191138185419,7.71467747380093,1931,11.3614512003464
"153",11005,0,0,0,0,1948,11.3326019108389
"154",11415,3,0,7.58984151218266,8.24301946898925,1987,13.407542319638
"155",11368,3,0,7.82444593087762,8.31996102188653,2001,13.3212142361495
"157",11368,3,0,7.69666708152646,8.31996102188653,2001,13.2707833825226
"158",11355,3,0,7.49942329059223,8.03527891114467,1960,13.1382367265606
"159",11433,3,0,8.05769419481559,8.1318247850072,2000,13.1021606700868
"160",11428,2,0,8.27410200229233,8.00670084544037,2002,13.0919041699196
"161",11420,2,0,8.29429960885724,8.00670084544037,2002,13.0815413828841
"162",11433,3,0,7.68386398025643,8.1318247850072,2000,13.0815413828841
"163",11421,2,0,8.35725915349991,7.81681996576455,1910,13.0170028617465
"164",11379,1,0,7.49609734517596,7.37963215260955,1940,12.8346813049525
"165",11375,1,0,7.37838371299671,7.18614430452233,1940,12.8158382171511
"166",11427,2,0,7.87131120332341,8.1789193328484,1949,12.8158382171511
"167",11426,1,0,8.26898820950666,7.57609734062311,1955,12.8076526325646
"168",11373,2,0,7.82444593087762,7.34342622914737,1920,12.7938593104323
"169",11364,1,0,7.49609734517596,7.05012252026906,1940,12.7656884334656
"170",11433,2,0,8.29429960885724,7.53955882930103,1930,12.7656884334656
"171",11434,2,0,8.27410200229233,7.47363710849621,1955,12.7656884334656
"172",11366,1,0,7.56060116276856,7.57301725605255,1960,12.7454507401133
"174",11691,2,0,8.42068229103539,8.15507488781144,1960,12.6915804613119
"175",11106,3,0,8.04750951098142,7.92768504561578,1901,12.6603279178078
"176",11417,1,0,7.78364059622125,7.11720550316434,1920,12.6443275764613
"177",11001,1,0,8.29429960885724,7.82444593087762,1945,12.6443275764613
"178",11411,2,0,8.29429960885724,7.49387388678356,1935,12.6443275764613
"179",11417,1,0,7.60140233458373,7.36833968631138,1920,12.594730635322
"180",11412,2,0,8.29429960885724,7.49108759353488,1950,12.5776362019627
"182",11004,1,0,8.29429960885724,6.95368421087054,1950,12.5317727851695
"183",11103,1,0,7.83439230291044,7.12929754892937,1920,12.5061772379805
"184",11433,1,0,7.74109909003537,6.9782137426307,1920,12.5006061929311
"185",11692,1,0,8.29429960885724,7.88231491898027,1910,12.4837043821285
"186",11420,2,0,8.11432470915534,7.47363710849621,1920,12.4312141995071
"187",11420,2,0,8.34307787116938,8.10198073185319,2003,12.4292161968444
"188",11427,1,0,7.37838371299671,7.26052259808985,1940,12.4292161968444
"189",11420,1,0,7.60140233458373,6.73459165997295,1920,12.3758154201173
"190",11434,1,0,8.36938899664784,7.13966033596492,1930,12.3673407931263
"191",11105,2,0,8.18896686364888,7.08086789669078,1945,12.3458345879053
"192",11413,1,0,7.1693500166706,6.85751406254539,1993,12.3366622152338
"193",11378,2,0,7.82444593087762,7.50163445788341,1920,12.3013828253345
"194",11423,1,0,7.60140233458373,6.83410873881384,1930,12.2783933071098
"195",11434,1,0,8.00670084544037,7.58120982619635,1930,12.2060726455302
"196",11420,1,0,7.60140233458373,6.7990558620588,1930,12.1600287070288
"197",11692,1,0,8.29429960885724,6.90073066404517,1920,12.1388638958367
"198",11040,0,0,0,0,1950,11.9381932003746
"199",11364,0,0,0,0,1950,11.7981044072039
"200",11367,0,0,0,0,1949,11.6221385499435
"201",11434,2,0,8.34307787116938,7.7393592026891,1940,11.5129254649702
"202",11367,0,0,0,0,1937,11.4616321705827
"203",11367,0,0,0,0,1949,11.418614785499
"204",11367,0,0,0,0,1951,11.3850920934603
"205",11365,0,0,0,0,1951,11.3736633976367
"206",11411,1,0,7.60140233458373,7.56320059235807,1940,10.1266311038503
"207",11377,2,0,10.1266711030504,7.53422832627409,2001,13.3715613453401
"208",11368,3,0,8.05547514175727,8.31996102188653,2001,13.3212142361495
"209",11366,1,0,8.77971129020447,8.02910705461974,1955,13.2176735572087
"210",11362,2,0,7.95577578153419,7.76344638872736,2003,13.1421660047005
"211",11385,6,0,7.93773177526011,8.65049955872446,1931,13.1223633774043
"212",11370,2,0,7.60140233458373,7.93487156594518,1935,13.1123130415508
"213",11385,2,0,8.2190566610606,7.74975340627444,1915,13.0815413828841
"214",11369,2,0,8.24301946898925,7.69666708152646,1950,12.9876884740777
"215",11375,1,0,7.82444593087762,7.50659178007084,1925,12.9598444479066
"216",11426,2,0,7.40245152081824,7.69666708152646,2002,12.9595291040733
"217",11368,2,0,8.16791936295782,7.45529848568329,1925,12.8992198260901
"218",11368,3,0,7.4730690880322,7.69120009752286,1920,12.8992198260901
"219",11420,2,0,8.33758794211651,7.37838371299671,1998,12.8346813049525
"220",11106,3,0,7.56371966841437,7.53529670244409,1945,12.8346813049525
"221",11385,6,0,7.9168074909376,8.63070043220983,1930,12.8076526325646
"223",11693,2,0,8.5173931714189,7.85127199710988,1920,12.7938593104323
"224",11413,2,0,8.24301946898925,7.74283595543075,1991,12.7798730684576
"225",11354,1,0,7.9035962896143,6.71659477352098,1920,12.7656884334656
"226",11435,2,0,7.82444593087762,7.42714413340862,1910,12.741102957993
"227",11368,2,0,8.04750951098142,7.34277918933185,1920,12.7337553863626
"228",11433,1,0,8.00670084544037,7.47363710849621,1925,12.6603279178078
"229",11429,2,0,8.29429960885724,7.89245204352035,1940,12.6443275764613
"230",11368,0,0,0,0,0,12.5964241158283
"231",11377,2,0,7.90875473878325,6.54678541076052,1920,12.5061772379805
"232",11433,2,0,8.146419323098,7.41457288135059,1940,12.4950039373824
"233",11432,0,0,7.67832635650689,0,0,12.4568313638774
"234",11422,1,0,8.00670084544037,7.76344638872736,1920,12.4292161968444
"235",11691,2,0,9.27002337413736,7.95892649305011,1910,12.4292161968444
"238",11435,1,0,7.98989937494294,7.07072410726028,1920,12.2548628096996
"239",11385,6,0,7.82444593087762,8.49208049060116,1930,11.982929094216
"240",11004,0,0,0,0,1948,11.982929094216
"241",11429,2,0,8.5173931714189,7.41276401742656,1920,11.2118203721863
"242",11357,2,0,7.88269220628903,7.63336964967958,1920,11.1562505210315
"243",11377,0,0,0,0,1917,10.8197782844103
"244",11355,2,0,7.97315543344413,7.83241092718792,2003,10.3089526606443
"245",11385,2,0,7.60140233458373,7.69666708152646,1915,10.1266311038503
"246",11436,2,0,7.14519613499717,6.7990558620588,1940,10.1266311038503
"247",11375,1,0,9.06253617720779,8.33399124719497,1935,13.5923670066501
"248",11364,2,0,8.34593026197902,7.82444593087762,2002,13.5722318990884
"249",11364,1,0,8.81001204797317,7.73236922228439,1960,13.4444468765734
"250",11377,2,0,7.7596141506969,7.44366368311559,2001,13.3613802778748
"252",11361,1,0,8.16080392095467,7.3031700512368,1930,13.3455069287185
"253",11374,2,0,8.25945819533241,7.62119516280984,1945,13.3382808836268
"254",11366,1,0,8.29429960885724,7.48717369421374,1950,13.3212142361495
"255",11357,1,0,8.29429960885724,7.650168700845,1950,13.312983737013
"256",11427,1,0,8.5173931714189,7.47363710849621,1950,13.2533916398107
"257",11364,1,0,8.29429960885724,8.15679704667565,1950,13.2374761845048
"258",11361,1,0,8.16080392095467,7.13169851046691,1955,13.1143312057071
"259",11368,3,0,7.1800698743028,8.00269416228394,2001,13.1062339954744
"260",11374,1,0,7.59034694560257,7.37838371299671,1932,13.0929345667135
"261",11105,3,0,7.39387829010776,7.58120982619635,1920,13.0919041699196
"262",11377,2,0,7.82444593087762,8.09346227450118,1920,13.0710700830168
"263",11355,2,0,8.08671792030391,7.96415571884094,1925,13.0170028617465
"264",11105,1,0,7.60140233458373,7.67832635650689,1940,13.011431816697
"265",11421,2,0,8.33591109419694,7.568895663407,1920,12.9945300058944
"266",11364,1,0,8.29429960885724,7.33953769540767,1925,12.9384405392434
"267",11369,3,0,7.76599307940768,7.8164169836918,1925,12.9321709262298
"268",11378,2,0,7.650168700845,7.53529670244409,1920,12.9165684644247
"269",11421,2,0,8.29429960885724,7.4667994750186,1901,12.9165684644247
"270",11385,2,0,7.74109909003537,7.64539769942863,1920,12.9042073676012
"271",11434,2,0,8.2534880283459,7.71912984090673,1955,12.8992198260901
"273",11368,1,0,7.38150189450671,7.56423847517049,1930,12.8609986132699
"274",11432,2,0,7.60140233458373,7.62119516280984,1928,12.8557902681628
"275",11367,2,0,7.55013534248843,7.32712329225929,1950,12.8360137501863
"278",11366,1,0,7.42714413340862,7.02197642307216,1945,12.7599577587566
"279",11434,1,0,8.1318247850072,7.30586003268401,1920,12.7512996960135
"280",11422,2,0,8.00670084544037,7.75147531802146,1920,12.7337553863626
"282",11420,1,0,8.00670084544037,6.93342302573071,1920,12.6791964021122
"283",11412,1,0,8.29429960885724,7.51425465281641,1920,12.6760762747759
"284",11413,1,0,8.07121853996986,7.25629723969068,1940,12.6115377536383
"285",11426,1,0,7.58375630070711,7.11069612297883,1945,12.6115377536383
"286",11420,2,0,7.59890045687141,7.49331724886215,1925,12.5776362019627
"287",11413,2,0,8.05293303679757,7.18311170174328,1930,12.5281561446993
"288",11354,1,0,6.71052310945243,6.75693238924755,1915,12.5061772379805
"289",11434,1,0,7.60140233458373,7.31920245876785,1930,12.5061772379805
"290",11433,2,0,7.67415292128168,7.7332456465298,2006,12.4874851049684
"291",11413,1,0,8.18896686364888,6.95749737087695,1950,12.4684369099977
"292",11413,1,0,8.29429960885724,7.02019070831193,1930,12.4607148639038
"293",11412,1,0,8.29429960885724,7.51425465281641,1920,12.4090134895269
"294",11420,1,0,8.29429960885724,6.7990558620588,1920,12.3883942023241
"295",11420,1,0,7.650168700845,7.1800698743028,1935,12.3544926506484
"296",11419,1,0,7.40913644392013,6.93244789157251,1930,12.2548628096996
"297",11358,1,0,7.85709386490249,7.42714413340862,1935,12.2060726455302
"298",11004,0,0,0,0,1948,12.170445467887
"299",11420,2,0,7.78986855905471,7.79852305362521,1940,12.0435537160324
"300",11411,1,0,8.53719187792293,6.94793706861497,1945,12.0345189071375
"301",11357,0,0,0,0,1951,11.982929094216
"302",11434,1,0,7.2086003379602,6.59714570188665,1930,11.9150516718129
"303",11004,0,0,0,0,1948,11.7981044072039
"304",11435,2,0,8.00670084544037,7.60140233458373,2003,11.7752897294377
"305",11357,0,0,0,0,1952,11.7752897294377
"306",11363,0,0,0,0,1952,11.6526874073454
"307",11361,0,0,0,0,1951,11.418614785499
"308",11423,1,0,7.9728107841214,7.26752542782817,1925,11.1093086477197
"309",11427,0,0,0,0,1951,10.9331069697173
"310",11411,1,0,8.53719187792293,6.94793706861497,1945,10.6557052066731
"311",11411,1,0,8.53719187792293,6.94793706861497,1945,10.6557052066731
"312",11420,2,0,7.78364059622125,7.45587668749182,1920,10.1266311038503
"313",11368,4,0,7.71912984090673,8.7662383802531,2001,13.7642172635767
"314",11354,8,3,8.5173931714189,9.52995706295831,2008,13.5476311128087
"315",11357,2,0,9.01808968410434,7.79276172081653,1925,13.4224679698547
"316",11367,1,0,8.29429960885724,7.26752542782817,1950,13.3455069287185
"317",11358,1,0,8.65886634973238,7.62900388965296,1935,13.2621253197795
"318",11361,1,0,7.49609734517596,7.70300768247924,1910,13.2533916398107
"319",11105,2,0,7.82444593087762,7.60140233458373,1930,13.2267233927286
"320",11357,2,0,8.31898612539206,7.69666708152646,1970,13.2176735572087
"321",11377,2,0,7.60140233458373,7.93200315236138,1925,13.2085410736454
"322",11378,2,0,8.50734485536142,8.06996814905984,1910,13.1993244185405
"323",11385,6,0,7.93773177526011,8.65049955872446,1931,13.1993244185405
"324",11373,2,0,7.60140233458373,7.59337419312129,1920,13.1806322855283
"325",11417,2,0,8.29429960885724,8.12355783506165,1960,13.1021606700868
"326",11368,2,0,7.82444593087762,7.88645727097769,1915,13.0497926845695
"327",11420,3,0,7.85554467791566,7.8984110928116,1965,13.0389817684653
"328",11378,2,0,7.650168700845,7.35564110297425,1955,13.0170028617465
"329",11385,2,0,7.20340552108309,7.93773177526011,1910,13.0170028617465
"331",11361,2,0,7.46794233228585,7.34277918933185,1930,13.0147781667244
"333",11435,2,0,8.25738565573044,7.97625194374562,1920,12.9598444479066
"334",11004,1,0,8.33110454805304,7.01031186730723,1950,12.9480099902596
"335",11414,1,0,8.8538082749772,7.22183582528845,1970,12.9360337992128
"336",11414,1,0,8.8538082749772,7.22183582528845,1970,12.9360337992128
"337",11369,2,0,7.86633892304654,7.40913644392013,1945,12.9299914847569
"338",11363,1,0,8.29429960885724,7.90137735379262,2005,12.9239124386805
"339",11369,2,0,7.69666708152646,7.46565531013406,1915,12.9239124386805
"340",11355,2,0,7.60140233458373,7.13966033596492,1940,12.9141084385839
"341",11378,2,0,8.03624994213212,7.16780918431644,1910,12.9091701569433
"343",11434,2,0,8.29779262638086,7.61529833982581,1920,12.8544839322487
"344",11420,2,0,8.29429960885724,7.31121838441963,1940,12.8531758875887
"345",11365,1,0,7.42237370098682,7.51152464839087,1945,12.8479265317026
"346",11377,1,0,7.66902828858968,7.56060116276856,1940,12.8479265317026
"347",11385,3,0,7.60140233458373,8.2409125416889,1910,12.8346813049525
"348",11426,1,0,8.29429960885724,7.02908756414966,1950,12.8212582846204
"349",11369,2,0,7.49609734517596,7.4593388952203,1945,12.8212582846204
"350",11423,3,0,7.98956044933387,7.85438121065236,1997,12.8076526325646
"351",11369,1,0,7.793999089504,7.49052940206071,1945,12.7938593104323
"352",11420,2,0,7.84737183615979,7.72001794043224,1920,12.7742233359154
"353",11420,2,0,8.06652149046999,7.78364059622125,1940,12.7512996960135
"354",11369,5,0,8.24301946898925,7.60489448081162,1926,12.7367008965923
"355",11416,2,0,7.94803199063728,7.64156444126097,1940,12.7308011744652
"356",11355,1,0,7.650168700845,7.39387829010776,1940,12.6977154498794
"358",11369,1,0,7.55013534248843,7.16780918431644,1930,12.6738863787029
"360",11692,3,0,8.00670084544037,7.60240133566582,1950,12.5845090812504
"361",11428,1,0,7.86365126544865,7.02197642307216,1930,12.5425448821514
"362",11419,1,0,7.60140233458373,7.1770187659099,1930,12.5425448821514
"363",11434,1,0,7.60638738977265,7.09090982207998,2002,12.5389670608035
"364",11412,1,0,8.29429960885724,7.18311170174328,1930,12.5245263766487
"365",11427,1,0,7.41276401742656,7.37838371299671,1950,12.5245263766487
"366",11416,1,0,7.83280751652486,7.10414409298753,1920,12.5061772379805
"367",11422,1,0,7.80791662892641,7.1074254741107,1930,12.498742259493
"368",11691,1,0,8.18367658262066,7.05012252026906,1910,12.4882319957873
"369",11434,1,0,8.29429960885724,6.82979373751242,1960,12.4874851049684
"370",11413,1,0,7.84109976542212,7.22183582528845,1930,12.4684369099977
"372",11416,2,0,7.74109909003537,7.20414929203594,1910,12.3660335560854
"373",11418,1,0,7.60140233458373,7.10414409298753,1920,12.3645027270709
"374",11421,1,0,7.52886925664225,7.06561336359772,1920,12.2783933071098
"375",11429,1,0,7.98989937494294,7.34018683532012,1920,12.2548628096996
"376",11433,1,0,7.7066129139642,7.12367278520461,1925,12.2548628096996
"377",11693,1,0,7.60240133566582,7.31455283232408,1920,12.2356217389867
"379",11411,1,0,8.34307787116938,7.1074254741107,1945,12.1807548375459
"380",11434,2,0,7.82444593087762,7.4079243225596,1925,12.1587713724122
"381",11692,2,0,7.98989937494294,7.67832635650689,1955,12.1547793511426
"382",11691,2,0,8.50268850521336,7.7873820264847,1945,12.1281111040605
"383",11433,1,0,7.43955930913332,7.30518821539304,1960,12.043559598368
"384",11414,1,0,7.26612877955645,6.75576892198425,1920,12.0137007528827
"385",11691,1,0,7.68294316987829,6.17586727010576,1920,11.982929094216
"386",11004,0,0,0,0,1948,11.8913619006905
"387",11434,1,0,7.60140233458373,6.77650699237218,1930,11.8844890214027
"388",11364,0,0,0,0,1952,11.8350089641393
"389",11423,0,0,0,0,1950,11.8130300574206
"390",11692,2,0,7.92334821193015,7.62119516280984,1920,11.7752897294377
"391",11356,2,0,8.24301946898925,7.86365126544865,1920,11.6454175677201
"393",11420,1,0,7.86365126544865,7.39817409297047,1920,10.4193007178132
"394",11433,1,0,7.66996199547358,6.83625927727707,1920,10.1266311038503
"395",11433,2,0,8.54888563814873,7.650168700845,1955,10.1266311038503
"397",11432,2,0,7.09090982207998,7.87663846097546,1990,12.8027171855871
"398",11433,1,0,7.60140233458373,7.1800698743028,1920,10.1266311038503
"399",11379,1,0,7.60140233458373,7.57353126274595,1945,12.9239124386805
"400",11427,2,0,8.22977775008189,7.87321705486274,1945,12.9076219293543
"401",11377,1,0,7.67554600253785,7.30586003268401,1945,12.6115377536383
"402",11373,16,0,8.38958706681109,9.20442289821215,1925,13.8643007221337
"403",11378,2,0,8.17948018535889,7.48493028328966,2002,13.4981236326061
"404",11427,1,0,8.50004703258127,7.04315991598834,1940,13.2742257267136
"405",11369,2,0,7.82444593087762,7.78364059622125,1935,13.1519221796459
"406",11355,1,0,8.33734856449717,7.59034694560257,1920,13.1480311241529
"407",11415,1,0,8.29429960885724,7.72001794043224,1940,13.1372519898981
"408",11375,2,0,7.82444593087762,7.43897159239586,1945,13.1223633774043
"409",11419,3,0,8.21093973337902,7.9844627322622,1920,13.1223633774043
"410",11368,3,0,7.650168700845,8.06495089174914,2004,13.1021606700868
"411",11105,3,0,7.82444593087762,8.00670084544037,1920,13.0604879736862
"412",11418,1,0,8.8538082749772,7.69666708152646,2005,13.0035798414144
"413",11377,2,0,7.66902828858968,7.60986220091355,1940,12.9598444479066
"414",11418,2,0,8.22764270790443,7.4205789054108,1905,12.9480099902596
"415",11427,1,0,8.78584533796121,7.09423484592476,1950,12.9360337992128
"417",11369,2,0,7.60140233458373,7.78364059622125,1920,12.9287786283317
"418",11436,2,0,8.29429960885724,7.78364059622125,1995,12.8992198260901
"419",11385,1,0,7.92588031673756,7.65964295456468,1930,12.8891694902366
"420",11436,2,0,8.61848544289811,7.77359446736019,2002,12.8782106712322
